"Cluster","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Down","Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease","70/1010","162/9575",0.432098765432099,4.09638186040826,13.6487131765152,2.9605473223957e-27,1.09211301226152e-25,8.27568198891897e-26,"12859/66495/227197/67273/66052/226646/68375/68349/84682/104130/54405/66142/66046/66377/230075/108079/66576/67680/26414/12861/17992/68202/13063/12122/66108/66091/12865/110323/68197/67003/70316/13106/12869/16334/75406/66594/66414/67184/66916/12857/66925/12858/12866/22273/66152/22272/21428/66694/67530/407785/66945/12867/12864/66218/66445/67130/19013/68194/100041273/100042503/68342/78330/72900/17991/225887/17995/12868/67264/17708/17711",70
"Down","Human Diseases","Neurodegenerative disease","mmu05016","Huntington disease","97/1010","308/9575",0.314935064935065,2.98564677896361,12.1633019243149,1.37443323937833e-24,4.56311835473605e-23,3.45778467590969e-23,"12859/66495/227197/22145/67273/66052/226646/16513/11949/68375/228033/68349/18795/84682/67126/104130/11740/54405/66142/66046/66377/11950/230075/66576/67680/56717/19017/26414/12861/17992/68202/13063/66108/66091/12865/110323/68197/381917/67003/70316/12869/66043/75406/66594/66414/11947/67184/22227/66916/12857/105675/66925/12858/12866/22273/66152/22333/22272/14778/11951/22123/71679/75512/66694/67530/407785/66945/12867/13411/12864/66218/66445/67130/68194/100041273/100042503/11957/20655/28080/20656/68342/78330/74764/72900/17991/11946/225887/17995/12868/67264/17716/17717/17708/17719/17721/17722/17711",97
"Down","Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease","109/1010","389/9575",0.280205655526992,2.65640510066431,11.4530683919949,6.49220330599766e-23,1.9594649978102e-21,1.48481970347698e-21,"12859/66495/227197/22145/67273/66052/226646/11949/68375/228033/68349/18795/84682/67126/104130/11740/54405/66142/15108/66046/66377/17380/22414/11950/67547/230075/66576/67680/56717/26414/12861/18125/11938/17992/68202/13063/22419/12122/14433/66108/66091/12865/110323/50490/68197/67003/70316/12869/16334/66043/75406/66594/66414/11947/72002/16956/67184/66916/12857/105675/66925/12858/75600/68318/12866/22273/66152/22333/22272/11951/22123/17762/69806/14813/71679/12671/66694/67530/407785/66945/12867/12864/66218/66445/67130/68194/100041273/100042503/11957/28080/68342/78330/74764/72900/17991/11946/225887/17995/12868/12675/22423/67264/17716/17717/17708/17719/17721/17722/17711",109
"Down","Cellular Processes","Transport and catabolism","mmu04146","Peroxisome","45/1010","87/9575",0.517241379310345,4.90355069989758,12.5596005606048,7.07572293451455e-22,1.95761667854902e-20,1.48341910644647e-20,"111175/16922/12908/228061/12359/26458/59038/58869/56185/19299/209186/230161/12012/20280/15356/74114/80911/19301/13142/76263/51798/110959/18631/269951/56535/18634/14081/56690/93732/56794/28200/13850/235674/11430/69123/19300/17117/20524/93734/74147/20655/20656/26378/67993/54683",45
"Down","Metabolism","Carbohydrate metabolism","mmu00630","Glyoxylate and dicarboxylate metabolism","26/1010","32/9575",0.8125,7.70266089108911,13.041378201129,1.45044377945499e-20,3.70421026753121e-19,2.80693168655662e-19,"14645/12359/68738/60525/56185/11428/76238/68180/17448/73724/108037/68133/110821/110446/66904/235582/434437/17449/20425/71562/13382/11429/110460/17850/104174/67432",26
"Down","Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis","100/1010","375/9575",0.266666666666667,2.52805280528053,10.3658232072086,2.29688126121951e-19,5.44688984803483e-18,4.12747835662753e-18,"12859/66495/227197/22145/67273/66052/226646/11949/68375/228033/68349/12359/84682/67126/104130/54405/66142/237082/66046/66377/11950/230075/66576/68943/67680/56717/12861/18125/17992/68202/13063/12122/66108/66091/12865/110323/68197/381917/67003/70316/12869/103172/66043/75406/66594/66414/11947/67184/66916/12857/66925/12858/12866/22273/66152/22333/22272/14778/11951/22123/14813/71679/75512/66694/75477/67530/407785/66945/12867/382562/13411/12864/66218/66445/67130/68194/100041273/100042503/11957/20655/28080/50873/68342/78330/74764/72900/17991/11946/225887/17995/12460/12868/67264/17716/17717/17708/17719/17721/17722/17711",100
"Down","Metabolism","Lipid metabolism","mmu00071","Fatty acid degradation","32/1010","52/9575",0.615384615384615,5.83396801218583,12.0022388919235,5.4963799181391e-19,1.21653208854812e-17,9.21848982761575e-18,"11363/56752/15107/71519/11364/72535/12896/13119/13117/666168/100040843/97212/231086/80911/11409/11669/66885/93747/14081/270076/110446/235674/11370/11430/69123/12895/74147/110460/13177/110695/52538/12894",32
"Down","Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases","116/1010","481/9575",0.241164241164241,2.28628476153229,9.93976010093878,1.40839905468547e-18,2.92242803847236e-17,2.21452219782782e-17,"12859/66495/227197/22145/67273/66052/226646/11949/68375/228033/68349/12359/18795/84682/67126/104130/11740/54405/66142/15108/66046/66377/22414/11950/230075/66576/68943/67680/170731/56717/57320/26414/12861/18125/11938/22190/17992/68202/13063/22419/12122/66108/66091/12865/110323/50490/68197/381917/67003/70316/12869/66043/75406/66594/66414/11947/67184/66916/12857/105675/66925/12858/75600/12866/22273/66152/22333/22272/14778/11951/22123/17762/14813/71679/12671/20191/75512/66694/67530/407785/66945/12867/13411/12864/66218/66445/67130/66725/68015/68194/100041273/100042503/11957/20655/28080/50873/68342/78330/74764/72900/17991/11946/225887/17995/20743/12460/12868/22423/67264/17716/17717/17708/17719/17721/17722/17711",116
"Down","Metabolism","Carbohydrate metabolism","mmu00640","Propanoate metabolism","24/1010","31/9575",0.774193548387097,7.33950814436282,12.1398944422276,3.56436300766106e-18,6.96099128554984e-17,5.27481584415476e-17,"227095/68738/60525/13171/97212/80911/100705/11409/56451/20917/12039/73724/93747/56690/20916/110821/12040/66904/11430/13382/104776/268860/74147/17850",24
"Down","Metabolism","Carbohydrate metabolism","mmu00020","Citrate cycle (TCA cycle)","24/1010","32/9575",0.75,7.11014851485149,11.8885259066563,1.28452516483598e-17,2.36923530403081e-16,1.79533049354269e-16,"66052/14194/170718/18534/15929/18597/11428/67680/17448/56451/20917/269951/68263/20916/66925/235339/67834/18293/17449/66945/13382/78920/11429/18563",24
"Down","Metabolism","Global and overview maps","mmu01210","2-Oxocarboxylic acid metabolism","24/1010","34/9575",0.705882352941177,6.6919044845661,11.4167851705482,1.29989074715723e-16,2.27138804240105e-15,1.72118497823034e-15,"209692/170718/15929/18597/13171/11428/12035/12039/12036/269951/23923/14719/68263/235339/67834/12040/109652/18293/13382/78920/268782/76282/11429/14718",24
"Down","Metabolism","Amino acid metabolism","mmu00380","Tryptophan metabolism","29/1010","52/9575",0.557692307692308,5.28703351104341,10.6442575142234,1.0407354152352e-15,1.72762078929043e-14,1.30913560126954e-14,"71724/266645/56752/98256/209692/70266/70789/12359/15107/229905/72535/97212/11669/21743/93747/237320/209176/23923/270076/110446/13076/13195/71562/13382/78920/74147/110460/107766/110695",29
"Down","Metabolism","Carbohydrate metabolism","mmu00620","Pyruvate metabolism","26/1010","44/9575",0.590909090909091,5.60193519351935,10.5060948354078,4.7061269980001e-15,7.44016268255253e-14,5.6379165539951e-14,"56752/14194/68738/60525/18534/18597/76238/72535/58810/100705/11669/17448/109264/52815/68263/235339/110446/17436/17449/75572/74156/13382/110460/14651/110695/18563",26
"Down","Metabolism","Amino acid metabolism","mmu00260","Glycine, serine and threonine metabolism","24/1010","40/9575",0.6,5.68811881188119,10.202626104103,3.33332680603824e-14,5.03029318002135e-13,3.81179476862747e-13,"192166/67092/107869/76238/13142/14431/108037/68133/235582/11655/434437/56012/20425/27364/12116/74129/13382/268782/26912/12411/14711/110695/104174/18648",24
"Down","Metabolism","Global and overview maps","mmu01212","Fatty acid metabolism","30/1010","62/9575",0.483870967741935,4.58719259022676,9.73050779777111,5.3281086543419e-14,7.69100901409353e-13,5.82799985532134e-13,"11363/170439/15107/11364/12896/20280/26922/97212/231086/80911/11409/66885/93747/14081/106529/257633/71147/110446/235674/11370/11430/54326/12895/74147/110460/54397/52538/12894/56473/20249",30
"Down","Organismal Systems","Endocrine system","mmu03320","PPAR signaling pathway","36/1010","89/9575",0.404494382022472,3.83468683947046,9.22576197076532,1.57044539498765e-13,2.17244946306625e-12,1.64621249737741e-12,"11363/20183/11807/26458/18534/14933/11364/11832/12896/20280/13119/13117/666168/100040843/14077/12491/80911/22190/109264/12140/14081/16956/22227/93732/11814/17436/235674/13168/11430/208715/19013/12895/74147/12894/56473/20249",36
"Down","Metabolism","Carbohydrate metabolism","mmu00650","Butanoate metabolism","19/1010","27/9575",0.703703703703704,6.67125045837917,10.1332374406818,2.29354377004269e-13,3.04582612661669e-12,2.30802930964296e-12,"14415/15107/15356/97212/11409/78894/272428/233799/117147/93747/110446/214579/208715/217666/67041/268860/74147/71911/110460",19
"Down","Metabolism","Global and overview maps","mmu01240","Biosynthesis of cofactors","49/1010","153/9575",0.320261437908497,3.03614184947907,8.71818158644276,2.9246481688915e-13,3.73455073873838e-12,2.82992272212579e-12,"394430/394434/94284/22236/394436/98256/14287/70789/14854/18041/14630/72535/17025/11639/58810/20148/52064/11669/15445/29807/232087/20751/12035/68352/12036/67375/78914/108037/209176/18104/71147/11655/216558/20425/103711/71743/71562/13361/13382/108156/11565/68646/223646/12892/107766/14151/56248/75735/226139",49
"Down","Metabolism","Metabolism of other amino acids","mmu00410","beta-Alanine metabolism","20/1010","32/9575",0.625,5.92512376237624,9.5828213177109,1.59520571396238e-12,1.96151221124263e-11,1.48637101612869e-11,"227095/56752/14415/99586/72535/97212/80911/11409/11669/93747/103149/56690/11430/104776/246277/268860/74147/110695/338403/73458",20
