"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Drug resistance: antineoplastic","mmu01521","EGFR tyrosine kinase inhibitor resistance","50/4646","80/9575",0.625,1.28807038312527,2.51190392422935,0.00805651518457228,0.0162543727408037,0.00540572579328027,"23797/271849/12125/12048/20779/11836/14173/20416/16194/18176/13645/16451/18710/56717/18707/15234/16193/14184/18595/16542/18590/16653/26362/12028/18751/14183/15461/56484/216148/26396/16000/13867/14456/13685/211323/14388/71785/74769/20848/18750/14784/18708/20663/11651/18591/22339/20662/18596/58988/12015",50
"Organismal Systems","Endocrine system","mmu04921","Oxytocin signaling pathway","90/4646","154/9575",0.584415584415584,1.2044294491561,2.48291711517046,0.00810627802356236,0.0162596855705175,0.00540749268401651,"19735/18783/19225/16524/227541/12298/16519/18796/18795/228785/98932/20779/18019/54652/13712/54195/60596/18160/108097/18176/108058/230103/16476/108079/12293/14677/18127/12494/19079/207565/11461/16438/18430/52163/12288/16653/16439/81905/232807/232889/20190/13631/18751/15461/12443/28240/26396/13629/17931/216459/18747/213435/11513/14681/104110/73181/19057/234889/16521/75600/56808/14678/11848/432530/23939/320207/104709/54377/18750/70405/20191/17260/104111/19878/30955/14281/12313/105787/11512/12297/11515/107589/224129/54720/16440/12575/12314/12326/18018/18797",90
"Human Diseases","Cancer: overview","mmu05203","Viral carcinogenesis","129/4646","228/9575",0.565789473684211,1.16604266261866,2.46353023288389,0.00825189612653138,0.0164560934315221,0.00547281215571598,"12370/12912/20684/17164/22030/22029/227753/19650/20779/16151/12428/78284/319190/18176/18033/17096/12448/242341/12913/12578/12579/16476/16451/18710/107995/433759/12540/69116/18707/12571/22629/19664/22628/17120/56463/208647/231991/232232/107932/12444/16653/15451/12447/12028/14884/15461/54123/12443/237336/15182/13654/12534/208677/12567/12566/22335/12367/16453/18747/19651/71609/11972/16391/13655/19645/12649/18746/74769/11848/12773/12776/12771/12774/19696/78303/22059/14534/20851/20850/20848/14784/319160/319184/319158/69386/319179/68024/319155/20963/18708/16195/22630/79221/20259/18035/109711/19179/22031/27401/170787/56233/83945/252870/19385/12018/12575/14972/14964/15006/15013/15015/110557/15018/110558/15007/15042/15040/15039/15024/14991/14990/12445/18519/12266/19106/58801/19697/12015/18034",129
"Organismal Systems","Endocrine system","mmu04922","Glucagon signaling pathway","63/4646","104/9575",0.605769230769231,1.24843744825988,2.47310591668227,0.00868281902840428,0.0171175575131399,0.00569279563366055,"12912/23797/18796/18795/110078/18534/18679/18639/18597/20526/56458/78284/108097/108058/12913/108079/20525/19017/100705/19079/18682/208647/231991/16438/232493/16832/16439/78070/15469/14936/16828/18576/56420/93759/18641/208677/18747/102093/68263/74551/19057/18746/75600/56012/14377/68401/14527/70405/14120/14121/110095/12313/11651/105787/19013/12895/18642/16440/17691/12314/12894/18797/18648",63
"Organismal Systems","Endocrine system","mmu04925","Aldosterone synthesis and secretion","63/4646","104/9575",0.605769230769231,1.24843744825988,2.47310591668227,0.00868281902840428,0.0171175575131399,0.00569279563366055,"12912/11931/27222/98660/227541/18227/18796/18795/54652/78284/18160/100043461/100043456/15496/15493/15494/11928/108058/12913/109305/20778/208647/231991/16438/52163/11941/12288/16439/101540/232975/207728/18751/208677/14672/67972/18747/11513/11606/104110/16835/16521/75600/432530/11932/12291/18750/70405/11607/104111/18760/12313/239556/11512/15370/11515/224129/16440/75292/18754/12314/12326/17200/18797",63
"Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration","71/4646","119/9575",0.596638655462185,1.22962013044563,2.44701489820819,0.00918263935578483,0.0180000601008282,0.0059862900106492,"12767/54354/17970/56508/16401/98932/17395/13058/17698/12738/18417/57257/22329/18710/242653/12540/18707/64945/14677/74734/17969/12740/12739/60363/11461/12386/20315/22323/18751/17907/16408/16409/16414/215449/71908/17390/12562/13057/16412/22330/19229/58187/15894/69524/21838/74769/56492/14678/11848/16428/53624/18750/18708/19878/11855/109711/17972/19354/19094/223864/12737/67374/56173/22350/54419/26416/26415/22324/67268/12385/20469",71
"Metabolism","Metabolism of cofactors and vitamins","mmu00770","Pantothenate and CoA biosynthesis","16/4646","21/9575",0.761904761904762,1.57021913371461,2.53960234898136,0.00927672943073685,0.0180817607548261,0.00601346124264238,"99586/72535/106564/11669/12035/12036/22361/18605/209558/103149/67618/211347/11671/71743/246277/75735",16
"Organismal Systems","Digestive system","mmu04971","Gastric acid secretion","47/4646","75/9575",0.626666666666667,1.29150523748027,2.46049278810772,0.009355676166388,0.0181331925696846,0.0060305659499485,"110895/11931/27222/98660/16513/18796/18795/228785/12349/11928/108058/208890/14677/11461/12638/16438/16439/232975/11944/18751/16535/18747/213435/11513/104110/56379/75600/14678/432530/11932/18750/16517/70405/12671/15466/104111/72258/12313/11512/11515/107589/224129/16516/22350/16440/12314/18797",47
"Organismal Systems","Digestive system","mmu04979","Cholesterol metabolism","33/4646","50/9575",0.66,1.36020232458028,2.47916782226286,0.00941737559090403,0.0181508077031391,0.00603642422469003,"104086/11807/27413/14725/18830/56491/320024/20661/11303/30924/100102/12491/16976/20778/11816/79196/16971/22335/16956/16816/22334/12684/16835/11814/11808/22333/238055/67963/223920/57875/18145/16891/16889",33
"Organismal Systems","Digestive system","mmu04977","Vitamin digestion and absorption","19/4646","26/9575",0.730769230769231,1.50605152488493,2.50847265082458,0.00971473642802817,0.018619911487054,0.0061924343313162,"68421/80721/116914/65969/69698/79235/67096/330064/20778/53320/20509/26363/11808/21452/52466/238055/19300/93835/20522",19
"Organismal Systems","Nervous system","mmu04721","Synaptic vesicle cycle","48/4646","77/9575",0.623376623376623,1.2847247457665,2.43535007685546,0.00998060502571038,0.0190238051595032,0.00632675747486148,"108664/338375/20910/20511/242341/22249/12757/66290/114143/21871/13852/20907/66144/140494/76252/110935/11973/14412/14411/56216/11772/20513/110877/11966/19339/382018/12286/11972/13430/208898/22318/15567/71770/11975/18195/12890/74325/68775/73834/20512/66335/11964/11984/11974/240332/27060/20908/20510",48
"Metabolism","Global and overview maps","mmu01250","Biosynthesis of nucleotide sugars","26/4646","38/9575",0.684210526315789,1.41009810363187,2.45912482046685,0.0103962746395445,0.019707223904631,0.00655404242747454,"67883/107652/227620/69976/75540/14430/50798/94181/72157/66681/22235/15277/14751/15275/216019/234730/76355/110119/109785/216558/14584/14635/12763/218138/212032/56727",26
"Human Diseases","Cancer: specific types","mmu05211","Renal cell carcinoma","44/4646","70/9575",0.628571428571429,1.29543078531456,2.40843879149149,0.010863743755681,0.0204808283918575,0.00681132050255522,"14194/23797/107746/214230/209446/11836/18481/94315/18176/16476/18710/20525/12540/18707/15234/16653/21803/112406/11864/18479/15461/26396/215449/14388/112405/23871/74769/216805/14784/18708/112407/20663/15251/21809/11651/18591/56438/224105/12575/22339/20662/13819/71745/12015",44
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00982","Drug metabolism - cytochrome P450","45/4646","72/9575",0.625,1.28807038312527,2.38199803581804,0.0116106497669113,0.0217699683129587,0.00724005048394355,"14859/11761/71724/71872/394430/394434/94284/22236/394436/226564/14261/55990/14262/66447/14263/14866/68312/14867/14863/14862/14865/11529/11522/11532/100727/22238/112417/76263/54486/56615/13106/103140/14871/14872/14860/14857/100042314/14858/11670/67689/73458/14870/225884/14873/68214",45
"Human Diseases","Cancer: specific types","mmu05217","Basal cell carcinoma","40/4646","63/9575",0.634920634920635,1.30851594476218,2.38516744668939,0.0117252858408559,0.0218660735951096,0.00727201227114249,"14369/14367/22420/22409/14633/12156/22414/19207/22417/13542/20423/13197/21415/22421/22419/12028/16576/14366/23805/17873/14632/22418/12159/14365/21414/216795/22059/13543/57265/12006/14634/23882/14368/22410/12018/12575/14370/22423/24069/21416",40
"Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal","96/4646","167/9575",0.574850299401198,1.184716232623,2.33787640996064,0.0118695232430225,0.0219150164491502,0.00728828922336347,"12633/245860/16367/226421/23797/18761/64930/21353/51897/228361/27103/12048/68728/54636/16784/18518/666468/56790/18176/54673/73205/242557/108079/18710/54170/56717/18707/213948/19744/72145/26414/22241/207565/77573/22190/74781/52440/22320/19349/16438/97287/57436/16653/20130/73683/66922/12176/22264/15461/13033/16334/53331/11793/74747/20869/26396/16783/22186/17274/18747/93739/18753/100504663/13030/235040/13143/74769/74498/74302/19324/26420/56486/75909/170749/56208/17966/52639/74370/218035/69635/13039/66795/18708/15251/76559/11651/105787/97998/67474/18607/22084/12211/67526/100502841/58988/12015",96
"Metabolism","Amino acid metabolism","mmu00260","Glycine, serine and threonine metabolism","27/4646","40/9575",0.675,1.39111601377529,2.40647941003445,0.0118785741333075,0.0219150164491502,0.00728828922336347,"192166/67092/107869/76238/13142/100678/14431/108037/68133/218865/235582/11655/434437/56012/20425/27364/19193/12116/74129/13382/268782/26912/12411/14711/110695/104174/18648",27
"Organismal Systems","Endocrine system","mmu04917","Prolactin signaling pathway","46/4646","74/9575",0.621621621621622,1.28110784051378,2.35673670040913,0.0123642881256862,0.0225697322929193,0.00750602843608909,"20846/21934/23797/271849/20779/20526/20416/18176/18033/14430/18710/18707/26414/12444/16653/15461/16334/12443/13982/56484/216148/26396/216233/21943/74769/26420/16362/192157/20851/20850/20848/14784/12702/18708/20663/13983/14281/11651/19116/19094/12703/26416/26415/20662/19697/13074",46
"Organismal Systems","Endocrine system","mmu04918","Thyroid hormone synthesis","46/4646","74/9575",0.621621621621622,1.28110784051378,2.35673670040913,0.0123642881256862,0.0225697322929193,0.00750602843608909,"12912/11931/27222/98660/18510/14725/18796/99439/18795/331535/78284/74044/11928/12913/67305/11657/208647/12304/231991/16438/16439/232975/18751/70337/208677/14782/18747/11513/104110/11936/14775/432530/14778/11932/11890/18750/75512/69590/104111/23985/22095/11512/11515/224129/16440/18797",46
"Metabolism","Glycan biosynthesis and metabolism","mmu00604","Glycosphingolipid biosynthesis - ganglio series","12/4646","15/9575",0.8,1.64873009040034,2.44111158130061,0.0131433154643566,0.0238191872501942,0.0079215603669601,"20448/50935/11416/26938/20447/20454/20449/14421/20444/15211/15212/20442",12
"Organismal Systems","Immune system","mmu04612","Antigen processing and presentation","53/4646","87/9575",0.609195402298851,1.25549848837957,2.32416805992915,0.0131868543906872,0.0238191872501942,0.0079215603669601,"12912/12010/170767/53970/13040/18046/12526/12504/16643/16641/65972/19186/19188/13030/15481/621823/15525/13039/15512/19141/12265/21356/14972/15001/14998/15000/14999/21354/21355/15002/14961/14960/14969/381091/100504404/15511/193740/21926/14964/15006/15013/15015/110557/15018/110558/15007/15042/15040/15039/15024/14991/14990/16149",53
"Human Diseases","Cancer: specific types","mmu05213","Endometrial cancer","37/4646","58/9575",0.637931034482759,1.31472011518993,2.3339705342006,0.0135680262751178,0.0243800472131024,0.00810808587712635,"23797/11836/13712/18176/13645/18710/12371/18707/13197/21415/12386/16653/12028/16202/15461/12443/56484/23805/17873/26396/74769/21414/22059/12006/14784/23882/18708/20663/11651/17869/18607/12018/12575/20662/12385/12015/21416",37
"Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway","69/4646","117/9575",0.58974358974359,1.21541000253872,2.27596745235156,0.0144303055309036,0.0257951057417706,0.00857869267994812,"23797/11602/13058/21857/18655/18597/16194/108058/13645/18033/230163/21898/21687/17346/18710/20525/56717/18707/13806/18127/16193/18787/13856/14254/15277/13807/14433/16832/112406/16828/18751/11674/16334/15979/15275/216019/18641/17347/26396/16000/16337/13685/15368/112405/68263/74769/22041/13808/11676/18126/20848/18750/13614/212032/18708/112407/15251/11651/56438/18642/22042/15980/12575/22339/13819/71745/433182/58988/19697",69
"Organismal Systems","Excretory system","mmu04962","Vasopressin-regulated water reabsorption","29/4646","44/9575",0.659090909090909,1.35832876765937,2.31284050551662,0.0149468801899566,0.0265604844056198,0.00883323508836783,"12912/13427/78284/11828/12913/56455/208647/231991/11857/59288/208677/19344/18747/234663/110350/235661/22318/68097/19345/18195/104111/11512/11827/11515/14570/19326/271457/11829/67665",29
"Human Diseases","Cancer: specific types","mmu05216","Thyroid cancer","25/4646","37/9575",0.675675675675676,1.39250852229759,2.32235281469505,0.0150124477075242,0.0265604844056198,0.00883323508836783,"20183/18510/20181/18211/59069/18176/13197/21415/19016/16653/12028/15461/12443/76551/17873/26396/27057/21414/22059/23882/17869/12018/12575/20182/21416",25
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","56/4646","93/9575",0.602150537634409,1.24097963793574,2.26714215137498,0.0151430731138028,0.0266548991033773,0.0088646346369737,"257630/12370/20297/56489/19225/22030/16819/16176/17395/12608/16151/20201/20202/18033/16476/16193/20311/330122/14825/20310/15945/26414/57890/171095/16172/14282/17833/21929/12367/16478/20295/71609/50905/17392/50772/26420/12981/23939/22032/20296/20306/20292/20293/12985/18035/14281/22031/332110/19094/26416/26415/21926/225724/14283/19697/12675",56
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00983","Drug metabolism - other enzymes","57/4646","95/9575",0.6,1.23654756780026,2.24948460951045,0.0157960140478936,0.0276630702869202,0.00919992268886134,"14859/394430/394434/94284/22236/394436/80914/66447/22245/76654/15452/229363/14866/68312/14867/14863/14862/14865/99586/66588/72269/100727/22238/112417/110006/23917/56615/20133/13106/103149/103140/14871/14872/382044/104158/13897/234564/234669/234671/234673/72361/436059/14860/14857/100042314/14858/23918/21877/22017/20135/382985/72962/22436/14870/225884/14873/68214",57
"Metabolism","Carbohydrate metabolism","mmu00052","Galactose metabolism","22/4646","32/9575",0.6875,1.4168774214378,2.29323101263283,0.0166014673070053,0.0289267990955395,0.009620201682422,"76051/11605/14595/14430/72157/53418/66681/11677/14187/232714/15277/15275/216019/18641/216558/14377/68401/14635/14387/212032/18642/319625",22
"Metabolism","Carbohydrate metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism","26/4646","39/9575",0.666666666666667,1.37394174200029,2.2717473723908,0.01693429867864,0.029358457508195,0.00976375856107783,"67883/107652/227620/69976/19703/75540/14430/50798/72157/66681/22235/15277/14751/15275/216019/234730/110119/15211/109785/216558/14584/14635/212032/15212/245847/26384",26
"Metabolism","Metabolism of other amino acids","mmu00430","Taurine and hypotaurine metabolism","16/4646","22/9575",0.727272727272727,1.49884553672759,2.2741256026709,0.0187655501831213,0.0323705740658843,0.0107654998418959,"226564/14261/55990/14262/14415/207182/14263/209186/230161/12012/211488/14598/23887/71522/246277/12583",16
"Human Diseases","Endocrine and metabolic disease","mmu04934","Cushing syndrome","92/4646","162/9575",0.567901234567901,1.1703948172595,2.12352199780481,0.0204180486160113,0.0350459043409149,0.0116552359211586,"14369/12912/14367/22420/22409/14194/18796/84092/18795/13555/54652/320024/78284/100043461/100043456/15496/15493/15494/22414/108058/12448/12913/12578/12579/12580/242705/22417/13542/12571/14677/109305/20778/208647/231991/21415/22421/16438/12288/22419/16439/12447/18584/14366/12443/23805/208677/26396/14672/215449/12567/12566/18747/11513/11606/22418/104110/14365/19645/16835/14678/432530/21414/216795/19416/13543/12291/57265/12006/13557/11607/218461/104111/11622/14368/239556/11512/22410/381022/15370/20683/11515/224129/69544/16440/12575/14370/17200/17283/18797/22423/13074/21416",92
"Organismal Systems","Sensory system","mmu04750","Inflammatory mediator regulation of TRP channels","75/4646","130/9575",0.576923076923077,1.18898804596179,2.10625978066406,0.0217284658900145,0.0371104986735396,0.0123418592079811,"16177/15559/18783/18761/18796/16176/18795/20779/18211/18049/108058/230459/242546/546837/100066/665095/74519/13109/277753/13118/435802/13119/13117/666168/100040843/18710/18707/26414/63873/16438/16439/232889/18442/18751/16000/18747/11513/18753/19217/104110/75600/74769/432530/26420/26397/22368/11684/246788/11418/18750/70405/14063/18708/104111/18755/12313/12062/19219/53357/19094/11512/11515/385643/16644/16180/224129/16440/26416/26415/18754/12314/18797/72303/100043108/226143",75
"Metabolism","Lipid metabolism","mmu00561","Glycerolipid metabolism","39/4646","63/9575",0.619047619047619,1.27580304614312,2.13226077461069,0.0222077551936352,0.0377422440482963,0.0125519591190368,"68393/56752/67512/331374/14933/11605/72535/58810/231510/110524/11669/11677/14187/23945/67800/233549/66853/28169/71910/16956/235582/11671/56077/218121/19012/14245/67216/217480/13350/116939/68262/55979/193742/225010/110695/16891/225913/14732/18946",39
"Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway","77/4646","134/9575",0.574626865671642,1.18425575523159,2.08531356116148,0.0227766339860121,0.0385193074763439,0.0128103875359923,"12912/16524/23797/16519/18796/271849/18795/20779/17395/17979/20416/78284/18176/12913/16476/18710/18707/14677/18127/208647/231991/16438/14228/16653/16439/15461/13033/13982/216148/208677/26396/18747/11513/17390/14681/18753/104110/18667/16521/15481/75600/74769/14678/432530/19401/16661/268482/66809/16665/16669/16664/16666/16667/14784/70405/18708/104111/17977/268527/20663/13983/14281/12313/11651/55960/11512/16668/20683/11515/224129/16440/14229/15511/193740/20662/12314/18797",77
"Organismal Systems","Endocrine system","mmu04924","Renin secretion","46/4646","76/9575",0.605263157894737,1.24739447628973,2.10215510224761,0.0232902999778753,0.0391958706944731,0.0130353925421741,"12912/11539/18573/18796/18795/13616/54652/54195/60596/18160/12722/80797/229927/14677/19092/109305/11826/11517/16438/12288/54611/16439/18576/13617/18747/11606/16531/19217/13030/19057/234889/75600/14678/11421/70405/11607/13614/12313/19219/11512/18574/224129/16440/12314/18797/11554",46
"Environmental Information Processing","Signal transduction","mmu04370","VEGF signaling pathway","36/4646","58/9575",0.620689655172414,1.27918713910372,2.0704572880656,0.0260151069425496,0.0435689897824254,0.0144897631923245,"17164/18783/19225/23797/20779/18019/27371/18176/18710/12540/12371/18707/18127/16542/15507/16653/232889/56632/18751/15461/216148/26396/19057/74769/102626/18750/20698/170758/18708/11651/19354/19094/26416/26415/22339/12015",36
"Organismal Systems","Immune system","mmu04623","Cytosolic DNA-sensing pathway","49/4646","82/9575",0.597560975609756,1.23152095167099,2.0441011847268,0.0264581367777598,0.0439868999117485,0.0146287477967371,"12370/56489/383619/15951/26388/16176/228607/67917/56045/58203/16151/56417/69870/18033/230073/16193/15945/20018/23983/18036/26939/66824/54123/66491/70428/12367/13423/74568/218832/56532/12362/16173/214763/216799/20304/20303/72935/67486/18035/69146/69833/78929/54483/245841/72512/19697/77125/12675/12369",49
"Environmental Information Processing","Signal transduction","mmu04630","JAK-STAT signaling pathway","96/4646","171/9575",0.56140350877193,1.15700357221077,2.01121353923958,0.0265196382076628,0.0439868999117485,0.0146287477967371,"20849/20846/11761/71724/71872/23797/16184/16169/56324/12048/16164/14199/16186/16196/16194/17210/229615/13645/12804/16157/16451/16847/18710/12986/242700/56717/18707/16193/18595/57914/13856/18590/209590/15170/12444/16156/16190/60504/246779/13019/15461/12443/15979/59004/216233/20852/20847/83430/16161/16453/16168/50931/16188/16391/54721/13857/16154/74769/18413/16878/12981/192157/12985/20851/20850/20848/14784/12702/18708/16195/20663/11651/14600/18414/16880/16197/19116/17869/12984/12983/16185/18591/12703/15976/15975/15980/12575/18712/12445/20662/53603/18596/19255/17344/56708/12982",96
"Cellular Processes","Cell motility","mmu04814","Motor proteins","110/4646","198/9575",0.555555555555556,1.14495145166691,2.00092177965606,0.0268373474071631,0.044300884475939,0.014733169818085,"226977/17912/22145/16560/21956/16565/381293/269152/667663/329421/13427/228421/668880/98932/67117/16571/59069/12340/229841/109242/53598/22004/73804/16559/12345/74376/56455/75665/11461/11468/21954/232943/71960/16576/17921/381917/59288/110033/17907/21953/71924/432516/216459/17925/326618/234663/22152/21924/110084/17888/110350/71819/22003/71602/17918/208943/17920/235661/209737/246177/16568/17882/17879/77579/327954/16562/360013/66196/68097/103733/103768/70218/286942/217328/69926/22151/73710/16553/75050/16563/16570/56444/16593/668303/13411/16581/17886/16564/22143/22142/212733/16580/13417/17916/100502766/22154/74764/319991/22153/67268/17922/19348/67665/67951/17919/16594/11475/240641/16551/54130",110
"Environmental Information Processing","Signal transduction","mmu04012","ErbB signaling pathway","50/4646","84/9575",0.595238095238095,1.22673369821454,2.02631347894025,0.0274957806747987,0.0451716396800265,0.0150227573611682,"17974/13869/23797/11350/214230/271849/20779/11836/13712/18481/20416/18176/108058/13645/16476/18710/56717/18707/13874/11839/12223/26414/16653/18479/18751/15461/216148/26396/13867/13685/211323/14388/12402/74769/17973/26420/20851/20850/18750/14784/18708/20663/11651/17869/224105/208650/12575/20662/58988/12015",50
"Metabolism","Lipid metabolism","mmu00564","Glycerophospholipid metabolism","59/4646","101/9575",0.584158415841584,1.20389944719827,1.99993992462381,0.0286212861655289,0.0467978375692297,0.0155635828986912,"18777/214253/18783/226856/67512/14571/99010/74182/66586/331374/66826/236899/66350/71760/74442/18781/18782/26970/28042/231510/74596/110524/14792/75320/232889/52858/27388/69836/28169/212862/50767/71910/270084/16816/192654/14712/67630/333433/237625/18806/56077/237928/74451/68671/218121/210992/19012/14245/67216/217480/104759/53357/14555/13026/68262/55979/225010/208449/14732",59
"Metabolism","Amino acid metabolism","mmu00220","Arginine biosynthesis","15/4646","21/9575",0.714285714285714,1.47208043785745,2.10251904575857,0.0288526727406659,0.0469536419600459,0.015615398851701,"14645/11898/18127/69719/18125/109900/11846/216456/108682/14719/14661/109652/18126/76282/14718",15
"Organismal Systems","Immune system","mmu04621","NOD-like receptor signaling pathway","119/4646","216/9575",0.550925925925926,1.13541018956968,1.95420627397658,0.029676114338572,0.0480669457596589,0.0159856509162558,"20846/12370/56489/24014/383619/15951/22030/332579/21353/18796/27223/58800/16176/228607/18795/12048/13058/16151/67414/18033/229898/229900/14468/14469/192656/21898/16476/16451/170731/16193/330122/14825/20310/71914/26414/246728/246727/23961/23960/246730/18439/22051/107607/69538/16438/57436/16439/378425/18036/66824/101613/54123/21929/11793/215999/28240/20847/22335/93739/13057/22334/18753/268749/16391/56532/13030/67955/12362/12363/12364/11797/11796/55991/54721/270151/16173/19200/11848/17874/15944/26420/22333/54396/216799/22368/56486/216877/637515/20296/20293/20304/17948/17951/17952/17940/59027/18035/22031/69146/56551/66513/19094/266632/54483/12374/15976/15975/16440/26416/26415/106512/21926/106759/268973/72512/67526/19697/18797/12675",119
"Organismal Systems","Endocrine system","mmu04913","Ovarian steroidogenesis","39/4646","64/9575",0.609375,1.25586862354714,1.99388834249513,0.0306402361643666,0.0493966424145163,0.0164278688731725,"18783/19225/15490/100043461/100043456/15496/15493/15494/230459/242546/546837/100066/665095/74519/13109/20778/11689/232889/16334/16000/16337/18747/11513/15486/104110/16835/13076/432530/12161/104111/171210/26897/171282/171281/11512/11515/224129/13078/13074",39
