"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol"
"ENSMUSG00000004730",605.579507331105,4.10649245262837,0.267464914670856,2.14487849207674e-54,1.03687697493597e-52,"Adgre1"
"ENSMUSG00000048915",343.499029153228,1.05453226519382,0.22910261782901,7.11589648743306e-07,2.80788749382209e-06,"Efna5"
"ENSMUSG00000056515",1571.37543179235,2.37716262152446,0.178876481512917,4.13018702810014e-41,1.12355173064054e-39,"Rab31"
"ENSMUSG00000047407",1400.16235517951,1.66427035986136,0.137846864268449,1.49005615705651e-34,3.01712730840435e-33,"Tgif1"
"ENSMUSG00000093514",19.1393858802978,1.40008453979545,0.556432674653799,0.00114465581972259,0.00304922985182304,NA
"ENSMUSG00000097154",15.4807853741846,1.2945224556491,0.634343717361686,0.00445065638546231,0.0106436406160098,NA
"ENSMUSG00000024053",178.747393331292,2.26166559396192,0.198231747660006,5.12144940103376e-31,8.86685666067349e-30,"Emilin2"
"ENSMUSG00000024056",81.8251455390239,3.34216372270022,0.347118558612568,8.10691031682977e-23,9.47956727832859e-22,"Ndc80"
"ENSMUSG00000045761",28.7523219624064,4.62518616177645,1.00527009621823,4.66481139128934e-08,2.0565317333805e-07,"Togaram2"
"ENSMUSG00000024063",3501.04030545491,3.04094913853394,0.194168093915752,4.8484771023504e-56,2.4893307495148e-54,"Lbh"
"ENSMUSG00000043705",60.9486809625058,3.48718484790519,0.499247165458242,2.93534394862359e-13,1.92931052820951e-12,"Capn13"
"ENSMUSG00000024087",1550.91093412668,2.01825063498917,0.236531197729121,1.51386734260284e-18,1.41290067821529e-17,"Cyp1b1"
"ENSMUSG00000073371",10.6528880792813,1.05832568372689,0.673024561308017,0.0178180106254663,0.037185326825869,NA
"ENSMUSG00000024247",836.042217900595,1.33211967429642,0.121800939292552,1.20772462556923e-28,1.85894705633792e-27,"Pkdcc"
"ENSMUSG00000040852",339.950919414635,1.08340614234773,0.149806460298034,9.60519571447976e-14,6.54031832582899e-13,"Plekhh2"
"ENSMUSG00000050138",3.55949978510812,2.68480559516526,1.42301742807801,0.00132602359354351,0.00349155988424909,"Kcnk12"
